year,ecoregion,subregion,species,subregion_species,fbar,fmsy,fbar_fmsy,ssb,bpa,ssb_bpa
1994,North Sea,North Sea,cod,North Sea_cod,0.962333333,0.35,2.74952,94940.0,150000,0.63300
1995,North Sea,North Sea,cod,North Sea_cod,1.003,0.35,2.86571,107474.0,150000,0.71600
1996,North Sea,North Sea,cod,North Sea_cod,1.006666667,0.35,2.87619,107259.0,150000,0.71500
1997,North Sea,North Sea,cod,North Sea_cod,0.982333333,0.35,2.80667,96568.0,150000,0.64400
1998,North Sea,North Sea,cod,North Sea_cod,1.011333333,0.35,2.88952,92689.0,150000,0.61800
1999,North Sea,North Sea,cod,North Sea_cod,1.072666667,0.35,3.06476,83784.0,150000,0.55900
2000,North Sea,North Sea,cod,North Sea_cod,1.074,0.35,3.06857,64926.0,150000,0.43300
2001,North Sea,North Sea,cod,North Sea_cod,1.001666667,0.35,2.86190,61145.0,150000,0.40800
2002,North Sea,North Sea,cod,North Sea_cod,0.954666667,0.35,2.72762,56162.0,150000,0.37400
2003,North Sea,North Sea,cod,North Sea_cod,0.942666667,0.35,2.69333,58454.0,150000,0.39000
2004,North Sea,North Sea,cod,North Sea_cod,0.9,0.35,2.57143,46397.0,150000,0.30900
2005,North Sea,North Sea,cod,North Sea_cod,0.837666667,0.35,2.39333,49021.0,150000,0.32700
2006,North Sea,North Sea,cod,North Sea_cod,0.753,0.35,2.15143,43739.0,150000,0.29200
2007,North Sea,North Sea,cod,North Sea_cod,0.696666667,0.35,1.99048,76191.0,150000,0.50800
2008,North Sea,North Sea,cod,North Sea_cod,0.662333333,0.35,1.89238,82619.0,150000,0.55100
2009,North Sea,North Sea,cod,North Sea_cod,0.652,0.35,1.86286,90853.0,150000,0.60600
2010,North Sea,North Sea,cod,North Sea_cod,0.569,0.35,1.62571,91126.0,150000,0.60800
2011,North Sea,North Sea,cod,North Sea_cod,0.468333333,0.35,1.33810,100609.0,150000,0.67100
2012,North Sea,North Sea,cod,North Sea_cod,0.428666667,0.35,1.22476,99211.0,150000,0.66100
2013,North Sea,North Sea,cod,North Sea_cod,0.415333333,0.35,1.18667,107689.0,150000,0.71800
2014,North Sea,North Sea,cod,North Sea_cod,0.41,0.35,1.17143,115960.0,150000,0.77300
2015,North Sea,North Sea,cod,North Sea_cod,0.385666667,0.35,1.10190,134323.0,150000,0.89500
2016,North Sea,North Sea,cod,North Sea_cod,0.351666667,0.35,1.00476,139804.0,150000,0.93200
1972,North Sea,North Sea,haddock,North Sea_haddock,0.857,0.31,2.76452,294731.0,132000,2.23300
1973,North Sea,North Sea,haddock,North Sea_haddock,0.776333333,0.31,2.50430,276668.0,132000,2.09600
1974,North Sea,North Sea,haddock,North Sea_haddock,0.722,0.31,2.32903,329950.0,132000,2.50000
1975,North Sea,North Sea,haddock,North Sea_haddock,0.849,0.31,2.73871,160999.0,132000,1.22000
1976,North Sea,North Sea,haddock,North Sea_haddock,0.792666667,0.31,2.55699,196556.0,132000,1.48900
1977,North Sea,North Sea,haddock,North Sea_haddock,0.803333333,0.31,2.59140,351894.0,132000,2.66600
1978,North Sea,North Sea,haddock,North Sea_haddock,0.891666667,0.31,2.87634,158997.0,132000,1.20500
1979,North Sea,North Sea,haddock,North Sea_haddock,0.912666667,0.31,2.94409,93694.0,132000,0.71000
1980,North Sea,North Sea,haddock,North Sea_haddock,0.881666667,0.31,2.84409,103231.0,132000,0.78200
1981,North Sea,North Sea,haddock,North Sea_haddock,0.666,0.31,2.14839,192964.0,132000,1.46200
1982,North Sea,North Sea,haddock,North Sea_haddock,0.551,0.31,1.77742,432753.0,132000,3.27800
1983,North Sea,North Sea,haddock,North Sea_haddock,0.71,0.31,2.29032,294743.0,132000,2.23300
1984,North Sea,North Sea,haddock,North Sea_haddock,0.830666667,0.31,2.67957,238229.0,132000,1.80500
1985,North Sea,North Sea,haddock,North Sea_haddock,0.785666667,0.31,2.53441,168006.0,132000,1.27300
1986,North Sea,North Sea,haddock,North Sea_haddock,0.885,0.31,2.85484,289540.0,132000,2.19300
1987,North Sea,North Sea,haddock,North Sea_haddock,0.887666667,0.31,2.86344,163286.0,132000,1.23700
1988,North Sea,North Sea,haddock,North Sea_haddock,0.939,0.31,3.02903,126846.0,132000,0.96100
1989,North Sea,North Sea,haddock,North Sea_haddock,0.887333333,0.31,2.86237,178319.0,132000,1.35100
1990,North Sea,North Sea,haddock,North Sea_haddock,0.884,0.31,2.85161,85305.0,132000,0.64600
1991,North Sea,North Sea,haddock,North Sea_haddock,0.872333333,0.31,2.81398,52413.0,132000,0.39700
1992,North Sea,North Sea,haddock,North Sea_haddock,0.873,0.31,2.81613,55976.0,132000,0.42400
1993,North Sea,North Sea,haddock,North Sea_haddock,0.930333333,0.31,3.00108,119000.0,132000,0.90200
1994,North Sea,North Sea,haddock,North Sea_haddock,0.908666667,0.31,2.93118,139202.0,132000,1.05500
1995,North Sea,North Sea,haddock,North Sea_haddock,0.818666667,0.31,2.64086,197776.0,132000,1.49800
1996,North Sea,North Sea,haddock,North Sea_haddock,0.806,0.31,2.60000,124839.0,132000,0.94600
1997,North Sea,North Sea,haddock,North Sea_haddock,0.628,0.31,2.02581,252753.0,132000,1.91500
1998,North Sea,North Sea,haddock,North Sea_haddock,0.736333333,0.31,2.37527,182511.0,132000,1.38300
1999,North Sea,North Sea,haddock,North Sea_haddock,0.828,0.31,2.67097,141479.0,132000,1.07200
2000,North Sea,North Sea,haddock,North Sea_haddock,0.902333333,0.31,2.91075,90949.0,132000,0.68900
2001,North Sea,North Sea,haddock,North Sea_haddock,0.619333333,0.31,1.99785,60830.0,132000,0.46100
2002,North Sea,North Sea,haddock,North Sea_haddock,0.393,0.31,1.26774,518942.0,132000,3.93100
2003,North Sea,North Sea,haddock,North Sea_haddock,0.248666667,0.31,0.80215,445025.0,132000,3.37100
2004,North Sea,North Sea,haddock,North Sea_haddock,0.248,0.31,0.80000,306241.0,132000,2.32000
2005,North Sea,North Sea,haddock,North Sea_haddock,0.309,0.31,0.99677,227102.0,132000,1.72000
2006,North Sea,North Sea,haddock,North Sea_haddock,0.511,0.31,1.64839,157195.0,132000,1.19100
2007,North Sea,North Sea,haddock,North Sea_haddock,0.431333333,0.31,1.39140,128666.0,132000,0.97500
2008,North Sea,North Sea,haddock,North Sea_haddock,0.253666667,0.31,0.81828,272277.0,132000,2.06300
2009,North Sea,North Sea,haddock,North Sea_haddock,0.199,0.31,0.64194,225693.0,132000,1.71000
2010,North Sea,North Sea,haddock,North Sea_haddock,0.211,0.31,0.68065,210432.0,132000,1.59400
2011,North Sea,North Sea,haddock,North Sea_haddock,0.303333333,0.31,0.97849,151515.0,132000,1.14800
2012,North Sea,North Sea,haddock,North Sea_haddock,0.176333333,0.31,0.56882,326543.0,132000,2.47400
2013,North Sea,North Sea,haddock,North Sea_haddock,0.186666667,0.31,0.60215,258617.0,132000,1.95900
2014,North Sea,North Sea,haddock,North Sea_haddock,0.304666667,0.31,0.98280,181098.0,132000,1.37200
2015,North Sea,North Sea,haddock,North Sea_haddock,0.398333333,0.31,1.28495,142921.0,132000,1.08300
2016,North Sea,North Sea,haddock,North Sea_haddock,0.283666667,0.31,0.91505,122886.0,132000,0.93100
1967,North Sea,North Sea,saithe,North Sea_saithe,0.351,0.19,1.84737,152998.0,150000,1.02000
1968,North Sea,North Sea,saithe,North Sea_saithe,0.29425,0.19,1.54868,211139.0,150000,1.40800
1969,North Sea,North Sea,saithe,North Sea_saithe,0.32025,0.19,1.68553,277606.0,150000,1.85100
1970,North Sea,North Sea,saithe,North Sea_saithe,0.3445,0.19,1.81316,346525.0,150000,2.31000
1971,North Sea,North Sea,saithe,North Sea_saithe,0.37375,0.19,1.96711,461416.0,150000,3.07600
1972,North Sea,North Sea,saithe,North Sea_saithe,0.405,0.19,2.13158,489786.0,150000,3.26500
1973,North Sea,North Sea,saithe,North Sea_saithe,0.4305,0.19,2.26579,521616.0,150000,3.47700
1974,North Sea,North Sea,saithe,North Sea_saithe,0.4965,0.19,2.61316,576364.0,150000,3.84200
1975,North Sea,North Sea,saithe,North Sea_saithe,0.53575,0.19,2.81974,516418.0,150000,3.44300
1976,North Sea,North Sea,saithe,North Sea_saithe,0.5995,0.19,3.15526,398488.0,150000,2.65700
1977,North Sea,North Sea,saithe,North Sea_saithe,0.5895,0.19,3.10263,324904.0,150000,2.16600
1978,North Sea,North Sea,saithe,North Sea_saithe,0.483,0.19,2.54211,297101.0,150000,1.98100
1979,North Sea,North Sea,saithe,North Sea_saithe,0.4525,0.19,2.38158,278838.0,150000,1.85900
1980,North Sea,North Sea,saithe,North Sea_saithe,0.475,0.19,2.50000,261217.0,150000,1.74100
1981,North Sea,North Sea,saithe,North Sea_saithe,0.473,0.19,2.48947,249741.0,150000,1.66500
1982,North Sea,North Sea,saithe,North Sea_saithe,0.5415,0.19,2.85000,220175.0,150000,1.46800
1983,North Sea,North Sea,saithe,North Sea_saithe,0.65,0.19,3.42105,219844.0,150000,1.46600
1984,North Sea,North Sea,saithe,North Sea_saithe,0.67675,0.19,3.56184,188332.0,150000,1.25600
1985,North Sea,North Sea,saithe,North Sea_saithe,0.70175,0.19,3.69342,165787.0,150000,1.10500
1986,North Sea,North Sea,saithe,North Sea_saithe,0.73375,0.19,3.86184,156686.0,150000,1.04500
1987,North Sea,North Sea,saithe,North Sea_saithe,0.70475,0.19,3.70921,165372.0,150000,1.10200
1988,North Sea,North Sea,saithe,North Sea_saithe,0.71075,0.19,3.74079,154711.0,150000,1.03100
1989,North Sea,North Sea,saithe,North Sea_saithe,0.689,0.19,3.62632,126303.0,150000,0.84200
1990,North Sea,North Sea,saithe,North Sea_saithe,0.655,0.19,3.44737,114398.0,150000,0.76300
1991,North Sea,North Sea,saithe,North Sea_saithe,0.62525,0.19,3.29079,107444.0,150000,0.71600
1992,North Sea,North Sea,saithe,North Sea_saithe,0.60625,0.19,3.19079,113008.0,150000,0.75300
1993,North Sea,North Sea,saithe,North Sea_saithe,0.63575,0.19,3.34605,119604.0,150000,0.79700
1994,North Sea,North Sea,saithe,North Sea_saithe,0.567,0.19,2.98421,124892.0,150000,0.83300
1995,North Sea,North Sea,saithe,North Sea_saithe,0.571,0.19,3.00526,144156.0,150000,0.96100
1996,North Sea,North Sea,saithe,North Sea_saithe,0.50525,0.19,2.65921,156161.0,150000,1.04100
1997,North Sea,North Sea,saithe,North Sea_saithe,0.4395,0.19,2.31316,194461.0,150000,1.29600
1998,North Sea,North Sea,saithe,North Sea_saithe,0.446,0.19,2.34737,191216.0,150000,1.27500
1999,North Sea,North Sea,saithe,North Sea_saithe,0.47625,0.19,2.50658,200392.0,150000,1.33600
2000,North Sea,North Sea,saithe,North Sea_saithe,0.4165,0.19,2.19211,190854.0,150000,1.27200
2001,North Sea,North Sea,saithe,North Sea_saithe,0.38675,0.19,2.03553,197732.0,150000,1.31800
2002,North Sea,North Sea,saithe,North Sea_saithe,0.3995,0.19,2.10263,222354.0,150000,1.48200
2003,North Sea,North Sea,saithe,North Sea_saithe,0.41175,0.19,2.16711,214089.0,150000,1.42700
2004,North Sea,North Sea,saithe,North Sea_saithe,0.36125,0.19,1.90132,270812.0,150000,1.80500
2005,North Sea,North Sea,saithe,North Sea_saithe,0.37225,0.19,1.95921,261942.0,150000,1.74600
2006,North Sea,North Sea,saithe,North Sea_saithe,0.38725,0.19,2.03816,273621.0,150000,1.82400
2007,North Sea,North Sea,saithe,North Sea_saithe,0.36775,0.19,1.93553,250461.0,150000,1.67000
2008,North Sea,North Sea,saithe,North Sea_saithe,0.43425,0.19,2.28553,253402.0,150000,1.68900
2009,North Sea,North Sea,saithe,North Sea_saithe,0.43825,0.19,2.30658,247285.0,150000,1.64900
2010,North Sea,North Sea,saithe,North Sea_saithe,0.42225,0.19,2.22237,232304.0,150000,1.54900
2011,North Sea,North Sea,saithe,North Sea_saithe,0.42725,0.19,2.24868,186024.0,150000,1.24000
2012,North Sea,North Sea,saithe,North Sea_saithe,0.38925,0.19,2.04868,169156.0,150000,1.12800
2013,North Sea,North Sea,saithe,North Sea_saithe,0.3485,0.19,1.83421,179454.0,150000,1.19600
2014,North Sea,North Sea,saithe,North Sea_saithe,0.31675,0.19,1.66711,210261.0,150000,1.40200
2015,North Sea,North Sea,saithe,North Sea_saithe,0.306,0.19,1.61053,228761.0,150000,1.52500
2016,North Sea,North Sea,saithe,North Sea_saithe,0.2815,0.19,1.48158,NA,150000,NA
1990,North Sea,North Sea,whiting,North Sea_whiting,0.6874,0.15,4.58267,455279.0,166708,2.73100
1991,North Sea,North Sea,whiting,North Sea_whiting,0.5444,0.15,3.62933,411050.0,166708,2.46600
1992,North Sea,North Sea,whiting,North Sea_whiting,0.4952,0.15,3.30133,392805.0,166708,2.35600
1993,North Sea,North Sea,whiting,North Sea_whiting,0.5036,0.15,3.35733,359044.0,166708,2.15400
1994,North Sea,North Sea,whiting,North Sea_whiting,0.6434,0.15,4.28933,357259.0,166708,2.14300
1995,North Sea,North Sea,whiting,North Sea_whiting,0.5484,0.15,3.65600,372021.0,166708,2.23200
1996,North Sea,North Sea,whiting,North Sea_whiting,0.453,0.15,3.02000,332282.0,166708,1.99300
1997,North Sea,North Sea,whiting,North Sea_whiting,0.3484,0.15,2.32267,292302.0,166708,1.75300
1998,North Sea,North Sea,whiting,North Sea_whiting,0.338,0.15,2.25333,244159.0,166708,1.46500
1999,North Sea,North Sea,whiting,North Sea_whiting,0.3974,0.15,2.64933,250651.0,166708,1.50400
2000,North Sea,North Sea,whiting,North Sea_whiting,0.4532,0.15,3.02133,345801.0,166708,2.07400
2001,North Sea,North Sea,whiting,North Sea_whiting,0.3064,0.15,2.04267,422950.0,166708,2.53700
2002,North Sea,North Sea,whiting,North Sea_whiting,0.2066,0.15,1.37733,384093.0,166708,2.30400
2003,North Sea,North Sea,whiting,North Sea_whiting,0.1934,0.15,1.28933,307423.0,166708,1.84400
2004,North Sea,North Sea,whiting,North Sea_whiting,0.2016,0.15,1.34400,239795.0,166708,1.43800
2005,North Sea,North Sea,whiting,North Sea_whiting,0.1894,0.15,1.26267,199359.0,166708,1.19600
2006,North Sea,North Sea,whiting,North Sea_whiting,0.2718,0.15,1.81200,180314.0,166708,1.08200
2007,North Sea,North Sea,whiting,North Sea_whiting,0.26,0.15,1.73333,171511.0,166708,1.02900
2008,North Sea,North Sea,whiting,North Sea_whiting,0.258,0.15,1.72000,192996.0,166708,1.15800
2009,North Sea,North Sea,whiting,North Sea_whiting,0.2262,0.15,1.50800,262076.0,166708,1.57200
2010,North Sea,North Sea,whiting,North Sea_whiting,0.2322,0.15,1.54800,290502.0,166708,1.74300
2011,North Sea,North Sea,whiting,North Sea_whiting,0.1766,0.15,1.17733,297582.0,166708,1.78500
2012,North Sea,North Sea,whiting,North Sea_whiting,0.156,0.15,1.04000,307953.0,166708,1.84700
2013,North Sea,North Sea,whiting,North Sea_whiting,0.1916,0.15,1.27733,262743.0,166708,1.57600
2014,North Sea,North Sea,whiting,North Sea_whiting,0.213,0.15,1.42000,236283.0,166708,1.41700
2015,North Sea,North Sea,whiting,North Sea_whiting,0.209,0.15,1.39333,264295.0,166708,1.58500
2016,North Sea,North Sea,whiting,North Sea_whiting,0.2436,0.15,1.62400,296870.0,166708,1.78100
1980,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.223953,0.25,0.89581,8222.0,25826,0.31836
1981,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.2699432,0.25,1.07977,10887.0,25826,0.42155
1982,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.318436,0.25,1.27374,13295.0,25826,0.51479
1983,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3540164,0.25,1.41607,13409.0,25826,0.51921
1984,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3690552,0.25,1.47622,13439.0,25826,0.52037
1985,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3695568,0.25,1.47823,13416.0,25826,0.51948
1986,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3539934,0.25,1.41597,13311.0,25826,0.51541
1987,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3367548,0.25,1.34702,15842.0,25826,0.61341
1988,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3347618,0.25,1.33905,20745.0,25826,0.80326
1989,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3450832,0.25,1.38033,22487.0,25826,0.87071
1990,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.365895,0.25,1.46358,19475.0,25826,0.75409
1991,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3908406,0.25,1.56336,15456.0,25826,0.59847
1992,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.386737,0.25,1.54695,12611.0,25826,0.48831
1993,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3634672,0.25,1.45387,11391.0,25826,0.44107
1994,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3622362,0.25,1.44894,10575.0,25826,0.40947
1995,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.4146256,0.25,1.65850,9226.0,25826,0.35724
1996,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.4920302,0.25,1.96812,8014.0,25826,0.31031
1997,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.5046382,0.25,2.01855,8252.0,25826,0.31952
1998,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.4252706,0.25,1.70108,10626.0,25826,0.41145
1999,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3494514,0.25,1.39781,14002.0,25826,0.54217
2000,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3363224,0.25,1.34529,15193.0,25826,0.58828
2001,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3751022,0.25,1.50041,13871.0,25826,0.53709
2002,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.4031064,0.25,1.61243,12580.0,25826,0.48711
2003,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.3589966,0.25,1.43599,12012.0,25826,0.46511
2004,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.2975752,0.25,1.19030,12426.0,25826,0.48114
2005,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.264864,0.25,1.05946,12870.0,25826,0.49834
2006,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.2650052,0.25,1.06002,13529.0,25826,0.52385
2007,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.2811202,0.25,1.12448,13937.0,25826,0.53965
2008,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.2808434,0.25,1.12337,13836.0,25826,0.53574
2009,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.2409432,0.25,0.96377,14495.0,25826,0.56126
2010,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.189912,0.25,0.75965,17304.0,25826,0.67002
2011,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.1503618,0.25,0.60145,24313.0,25826,0.94142
2012,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.12612,0.25,0.50448,37292.0,25826,1.44397
2013,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.1144866,0.25,0.45795,51445.0,25826,1.99198
2014,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.1138122,0.25,0.45525,58096.0,25826,2.24952
2015,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.1218324,0.25,0.48733,57382.0,25826,2.22187
2016,North Sea,North Sea 7.d.,plaice,North Sea 7.d._plaice,0.1364498,0.25,0.54580,55038.0,25826,2.13111
1957,North Sea,North Sea,plaice,North Sea_plaice,0.2418,0.21,1.15143,342134.0,230000,1.48754
1958,North Sea,North Sea,plaice,North Sea_plaice,0.2794,0.21,1.33048,355221.4,230000,1.54444
1959,North Sea,North Sea,plaice,North Sea_plaice,0.3122,0.21,1.48667,361917.9,230000,1.57356
1960,North Sea,North Sea,plaice,North Sea_plaice,0.3242,0.21,1.54381,379580.6,230000,1.65035
1961,North Sea,North Sea,plaice,North Sea_plaice,0.3242,0.21,1.54381,390555.0,230000,1.69807
1962,North Sea,North Sea,plaice,North Sea_plaice,0.3358,0.21,1.59905,481691.4,230000,2.09431
1963,North Sea,North Sea,plaice,North Sea_plaice,0.3686,0.21,1.75524,439846.6,230000,1.91238
1964,North Sea,North Sea,plaice,North Sea_plaice,0.3956,0.21,1.88381,430217.9,230000,1.87051
1965,North Sea,North Sea,plaice,North Sea_plaice,0.3866,0.21,1.84095,383317.5,230000,1.66660
1966,North Sea,North Sea,plaice,North Sea_plaice,0.361,0.21,1.71905,405150.5,230000,1.76152
1967,North Sea,North Sea,plaice,North Sea_plaice,0.349,0.21,1.66190,473182.2,230000,2.05731
1968,North Sea,North Sea,plaice,North Sea_plaice,0.3542,0.21,1.68667,456929.0,230000,1.98665
1969,North Sea,North Sea,plaice,North Sea_plaice,0.3616,0.21,1.72190,402002.0,230000,1.74783
1970,North Sea,North Sea,plaice,North Sea_plaice,0.3618,0.21,1.72286,371011.4,230000,1.61309
1971,North Sea,North Sea,plaice,North Sea_plaice,0.3712,0.21,1.76762,362809.1,230000,1.57743
1972,North Sea,North Sea,plaice,North Sea_plaice,0.4068,0.21,1.93714,365750.2,230000,1.59022
1973,North Sea,North Sea,plaice,North Sea_plaice,0.4524,0.21,2.15429,300366.8,230000,1.30594
1974,North Sea,North Sea,plaice,North Sea_plaice,0.4704,0.21,2.24000,296341.4,230000,1.28844
1975,North Sea,North Sea,plaice,North Sea_plaice,0.4556,0.21,2.16952,303465.8,230000,1.31942
1976,North Sea,North Sea,plaice,North Sea_plaice,0.4438,0.21,2.11333,330751.8,230000,1.43805
1977,North Sea,North Sea,plaice,North Sea_plaice,0.4582,0.21,2.18190,328753.6,230000,1.42936
1978,North Sea,North Sea,plaice,North Sea_plaice,0.4876,0.21,2.32190,324451.4,230000,1.41066
1979,North Sea,North Sea,plaice,North Sea_plaice,0.5156,0.21,2.45524,300491.2,230000,1.30648
1980,North Sea,North Sea,plaice,North Sea_plaice,0.536,0.21,2.55238,320390.3,230000,1.39300
1981,North Sea,North Sea,plaice,North Sea_plaice,0.5424,0.21,2.58286,293391.9,230000,1.27562
1982,North Sea,North Sea,plaice,North Sea_plaice,0.5338,0.21,2.54190,286215.1,230000,1.24441
1983,North Sea,North Sea,plaice,North Sea_plaice,0.5214,0.21,2.48286,339001.4,230000,1.47392
1984,North Sea,North Sea,plaice,North Sea_plaice,0.5156,0.21,2.45524,365103.6,230000,1.58741
1985,North Sea,North Sea,plaice,North Sea_plaice,0.53,0.21,2.52381,394411.5,230000,1.71483
1986,North Sea,North Sea,plaice,North Sea_plaice,0.5776,0.21,2.75048,414899.4,230000,1.80391
1987,North Sea,North Sea,plaice,North Sea_plaice,0.6366,0.21,3.03143,481114.1,230000,2.09180
1988,North Sea,North Sea,plaice,North Sea_plaice,0.6508,0.21,3.09905,425330.7,230000,1.84926
1989,North Sea,North Sea,plaice,North Sea_plaice,0.6092,0.21,2.90095,441343.4,230000,1.91888
1990,North Sea,North Sea,plaice,North Sea_plaice,0.5792,0.21,2.75810,394926.0,230000,1.71707
1991,North Sea,North Sea,plaice,North Sea_plaice,0.6054,0.21,2.88286,364115.9,230000,1.58311
1992,North Sea,North Sea,plaice,North Sea_plaice,0.6462,0.21,3.07714,315700.1,230000,1.37261
1993,North Sea,North Sea,plaice,North Sea_plaice,0.6238,0.21,2.97048,274431.5,230000,1.19318
1994,North Sea,North Sea,plaice,North Sea_plaice,0.5722,0.21,2.72476,226610.2,230000,0.98526
1995,North Sea,North Sea,plaice,North Sea_plaice,0.5814,0.21,2.76857,222254.1,230000,0.96632
1996,North Sea,North Sea,plaice,North Sea_plaice,0.6846,0.21,3.26000,211544.1,230000,0.91976
1997,North Sea,North Sea,plaice,North Sea_plaice,0.7866,0.21,3.74571,212126.5,230000,0.92229
1998,North Sea,North Sea,plaice,North Sea_plaice,0.7366,0.21,3.50762,229506.2,230000,0.99785
1999,North Sea,North Sea,plaice,North Sea_plaice,0.639,0.21,3.04286,214731.9,230000,0.93362
2000,North Sea,North Sea,plaice,North Sea_plaice,0.6024,0.21,2.86857,234641.8,230000,1.02018
2001,North Sea,North Sea,plaice,North Sea_plaice,0.622,0.21,2.96190,235083.4,230000,1.02210
2002,North Sea,North Sea,plaice,North Sea_plaice,0.629,0.21,2.99524,213590.9,230000,0.92866
2003,North Sea,North Sea,plaice,North Sea_plaice,0.5608,0.21,2.67048,231607.7,230000,1.00699
2004,North Sea,North Sea,plaice,North Sea_plaice,0.471,0.21,2.24286,223537.8,230000,0.97190
2005,North Sea,North Sea,plaice,North Sea_plaice,0.407,0.21,1.93810,251804.9,230000,1.09480
2006,North Sea,North Sea,plaice,North Sea_plaice,0.358,0.21,1.70476,280354.6,230000,1.21893
2007,North Sea,North Sea,plaice,North Sea_plaice,0.3018,0.21,1.43714,284013.6,230000,1.23484
2008,North Sea,North Sea,plaice,North Sea_plaice,0.2448,0.21,1.16571,360136.4,230000,1.56581
2009,North Sea,North Sea,plaice,North Sea_plaice,0.2098,0.21,0.99905,445984.7,230000,1.93906
2010,North Sea,North Sea,plaice,North Sea_plaice,0.2024,0.21,0.96381,549922.9,230000,2.39097
2011,North Sea,North Sea,plaice,North Sea_plaice,0.2072,0.21,0.98667,568761.4,230000,2.47288
2012,North Sea,North Sea,plaice,North Sea_plaice,0.2078,0.21,0.98952,605786.7,230000,2.63386
2013,North Sea,North Sea,plaice,North Sea_plaice,0.2028,0.21,0.96571,694432.1,230000,3.01927
2014,North Sea,North Sea,plaice,North Sea_plaice,0.1988,0.21,0.94667,809921.5,230000,3.52140
2015,North Sea,North Sea,plaice,North Sea_plaice,0.199,0.21,0.94762,770555.6,230000,3.35024
2016,North Sea,North Sea,plaice,North Sea_plaice,0.2018,0.21,0.96095,836066.4,230000,3.63507
1981,North Sea,North Sea,turbot,North Sea_turbot,0.353489202,0.36,0.98191,16702.0,4163,4.01202
1982,North Sea,North Sea,turbot,North Sea_turbot,0.342091704,0.36,0.95025,15393.2,4163,3.69762
1983,North Sea,North Sea,turbot,North Sea_turbot,0.379801305,0.36,1.05500,14219.9,4163,3.41577
1984,North Sea,North Sea,turbot,North Sea_turbot,0.41136598,0.36,1.14268,13087.0,4163,3.14365
1985,North Sea,North Sea,turbot,North Sea_turbot,0.46564552,0.36,1.29346,13262.1,4163,3.18570
1986,North Sea,North Sea,turbot,North Sea_turbot,0.438048957,0.36,1.21680,12638.5,4163,3.03592
1987,North Sea,North Sea,turbot,North Sea_turbot,0.410556338,0.36,1.14043,11518.4,4163,2.76685
1988,North Sea,North Sea,turbot,North Sea_turbot,0.397934267,0.36,1.10537,9788.4,4163,2.35128
1989,North Sea,North Sea,turbot,North Sea_turbot,0.548534056,0.36,1.52371,10256.6,4163,2.46375
1990,North Sea,North Sea,turbot,North Sea_turbot,0.667324974,0.36,1.85368,9106.3,4163,2.18743
1991,North Sea,North Sea,turbot,North Sea_turbot,0.715995574,0.36,1.98888,7886.1,4163,1.89434
1992,North Sea,North Sea,turbot,North Sea_turbot,0.752863076,0.36,2.09129,7401.0,4163,1.77780
1993,North Sea,North Sea,turbot,North Sea_turbot,0.783249578,0.36,2.17569,6646.9,4163,1.59665
1994,North Sea,North Sea,turbot,North Sea_turbot,0.79742633,0.36,2.21507,5665.0,4163,1.36079
1995,North Sea,North Sea,turbot,North Sea_turbot,0.795279014,0.36,2.20911,5301.1,4163,1.27338
